Verbs per A;argue;discutir
Verbs per A;arise;sorgir
Verbs per A;arrange;organitzar
Verbs per A;arrest;arrestar
Verbs per A;arrive;arribar
Verbs per A;articulate;articular
Verbs per A;ask;demanar / preguntar
Verbs per A;assemble;reunir / muntar
Verbs per A;assert;afirmar
Verbs per A;assess;avaluar
Verbs per A;assign;assignar
Verbs per A;assist;ajudar / assistir
Verbs per A;associate;associar
Verbs per A;assume;suposar
Verbs per A;assure;assegurar
Verbs per A;astonish;sorprendre
Verbs per A;attach;adjuntar / enganxar
Verbs per A;attack;atacar
Verbs per A;attain;assolir
Verbs per A;attempt;intentar
Verbs per A;attend;assistir
Verbs per A;attract;atreure
Verbs per A;attribute;atribuir
Verbs per A;authorize;autoritzar
Verbs per A;avoid;evitar
Verbs per A;awake;despertar
Verbs per A;awaken;despertar-se
Verbs per A;award;atorgar
Verbs per B;Bake;Cuinar al forn
Verbs per B;Bark;Lladrar
Verbs per B;Behave;Comportar-se
Verbs per B;Belong;Pertànyer
Verbs per B;Borrow;Demanar prestat
Verbs per B;Brush;Cepillar
Verbs per B;Burn;Cremar
Verbs per B;Back;Donar suport / Retrocedir
Verbs per B;Balance;Equilibrar
Verbs per B;Ban;Prohibir
Verbs per B;Bathe;Banyar-se
Verbs per B;Beg;Suplicar / Demanar
Verbs per B;Believe;Creure
Verbs per B;Blame;Culpar
Verbs per B;Bless;Beneir
Verbs per B;Blink;Parpellejar
Verbs per B;Boil;Bullir
Verbs per B;Book;Reservar
Verbs per B;Bounce;Botar / Rebotar
Verbs per B;Brake;Frenar
Verbs per B;Breathe;Respirar
Verbs per B;Bump;Topar / Donar un cop
Verbs per B;Bury;Enterrar
Verbs per B;Buzz;Zumzejar
Verbs per B;Bare;Nuar / Revelar
Verbs per B;Battle;Lluitar
Verbs per B;Beam;Somriure radiantment / Emetre
Verbs per B;Benefit;Beneficiar
Verbs per B;Blind;Cegar
Verbs per B;Blot;Eixugar / Taca
Verbs per B;Blush;Enrojolar-se
Verbs per B;Boast;Presumir / Alardear
Verbs per B;Bomb;Bombardejar
Verbs per B;Border;Limitar amb
Verbs per B;Bother;Molestar
Verbs per B;Bow;Inclinar-se
Verbs per B;Box;Boxejar
Verbs per B;Branch;Ramificar-se
Verbs per B;Brighten;Il·luminar / Alegrar
Verbs per B;Broaden;Ampliar
Verbs per B;Bruise;Fer-se un blau
Verbs per B;Bubble;Borbollejar
Verbs per B;Buckle;Abrochar / Doblegar-se
Verbs per B;Babble;Balbucejar
Verbs per B;Baffle;Desconcertar
Verbs per B;Baggage;Facturar (equipatge)
Verbs per B;Bait;Atreure / Posar esquer
Verbs per B;Banish;Desterrar
Verbs per B;Bankrupt;Fer fallida
Verbs per B;Barb;Posar pues
Verbs per B;Bargain;Negociar / Regatejar
Verbs per B;Barrel;Anar a tota velocitat
Verbs per B;Barter;Intercanviar / Baratar
Verbs per B;Bash;Colpejar fort
Verbs per B;Bask;Gaudir / Prendre el sol
Verbs per B;Batten;Reforçar
Verbs per B;Batter;Colpejar repetidament
Verbs per B;Bawl;Plorar a crits
Verbs per B;Bay;Udolar
Verbs per B;Beckon;Fer senyal
Verbs per B;Beef;Queixar-se / Reforçar
Verbs per B;Befriend;Fer-se amic
Verbs per B;Beguile;Enganyar / Seduir
Verbs per B;Belch;Rutllar
Verbs per B;Belie;Desmentir
Verbs per B;Belittle;Menystenir
Verbs per B;Bellow;Bramar
Verbs per B;Bemoan;Lamentar
Verbs per B;Bemuse;Confondre
Verbs per B;Bequeath;Llegar
Verbs per B;Berate;Escridassar
Verbs per B;Besiege;Assetjar
Verbs per B;Bestow;Atorgar
Verbs per B;Betray;Trair
Verbs per B;Bewilder;Atabalar
Verbs per B;Bewitch;Embruixar
Verbs per B;Bias;Influenciar
Verbs per B;Bide;Esperar (el moment)
Verbs per B;Bill;Facturar
Verbs per B;Billow;Onlejar / Inflar-se
Verbs per B;Bind (Reg);Enquadernar (ús específic)
Verbs per B;Blacken;Ennegrir
Verbs per B;Blanch;Blanquejar
Verbs per B;Blast;Explotar
Verbs per B;Blaze;Cremar amb flama
Verbs per B;Bleach;Decolorar
Verbs per B;Blend;Barrejar
Verbs per B;Bless;Beneir
Verbs per B;Block;Bloquejar
Verbs per B;Bloom;Florir
Verbs per B;Blossom;Florir / Prosperar
Verbs per B;Blunder;Cometre un error
Verbs per B;Blunt;Esmussar
Verbs per B;Blur;Desdibuixar
Verbs per B;Blurt;Deixar anar (sense pensar)
Verbs per B;Board;Pujar a bord
Verbs per B;Bolster;Reforçar
Verbs per B;Bolt;Sortir corrents
Verbs per B;Boost;Impulsar
Verbs per C;believe;creure
Verbs per C;calculate;calcular
Verbs per C;call;trucar
Verbs per C;campaign;fer campanya
Verbs per C;cancel;cancel·lar
Verbs per C;capture;capturar
Verbs per C;care;cuidar
Verbs per C;carry;carregar
Verbs per C;carve;carvar
Verbs per C;carve;esculpir
Verbs per C;catch;atrapar
Verbs per C;categorize;classificar
Verbs per C;cater;proporcionar
Verbs per C;cause;causar
Verbs per C;cause;causar
Verbs per C;cause;provocar
Verbs per C;cease;cessar
Verbs per C;cease;cessar
Verbs per C;celebrate;celebrar
Verbs per C;celebrate;celebrar
Verbs per C;challenge;reptar
Verbs per C;challenge;reptar
Verbs per C;change;canviar
Verbs per C;change;canviar
Verbs per C;chant;cantar
Verbs per C;chant;entonar
Verbs per C;charge;carregar
Verbs per C;charge;carregar
Verbs per C;charm;encantar
Verbs per C;chase;perseguir
Verbs per C;chat;xerrar
Verbs per C;chat;xerrar
Verbs per C;cheat;enganyar
Verbs per C;check;comprovar
Verbs per C;cheer;animar
Verbs per C;cherish;estimar
Verbs per C;chew;mastegar
Verbs per C;chip;trencar
Verbs per C;choke;ofegar-se
Verbs per C;choose;escollir
Verbs per C;cite;citar
Verbs per C;claim;reclamar
Verbs per C;clap;aplaudir
Verbs per C;clarify;clarificar
Verbs per C;clarify;clarificar
Verbs per C;classify;classificar
Verbs per C;clean;netejar
Verbs per C;clear;esborrar
Verbs per C;click;clicar
Verbs per C;climb;escalar/pujar
Verbs per C;cling;aferrar-se
Verbs per C;clip;retallar
Verbs per C;cloak;tapar/cobrir
Verbs per C;close;tancar
Verbs per C;clothe;vestir
Verbs per C;clutch;agafar fort
Verbs per C;coach;entrenar
Verbs per C;coexist;coexistir
Verbs per C;collaborate;col·laborar
Verbs per C;collapse;col·lapsar
Verbs per C;collect;cobrar
Verbs per C;collect;recollir
Verbs per C;collide;xocar
Verbs per C;colonize;colonitzar
Verbs per C;color;colorejar
Verbs per C;comb;pentinar
Verbs per C;combine;combinar
Verbs per C;comfort;consolar
Verbs per C;command;manar
Verbs per C;comment;comentar
Verbs per C;communicate;comunicar
Verbs per C;compare;comparar
Verbs per C;compete;competir
Verbs per C;complete;completar
Verbs per C;concentrate;enfocar
Verbs per C;connect;connectar
Verbs per C;consider;considerar
Verbs per C;control;controlar
Verbs per C;cook;cuinar
Verbs per C;cool;refredar
Verbs per C;copy;copiar
Verbs per C;correct;corregir
Verbs per C;cost;costar
Verbs per C;cough;tossir
Verbs per C;count;comptar
Verbs per C;cover;cobrir
Verbs per C;crash;colpejar
Verbs per C;create;crear
Verbs per C;criticize;criticar
Verbs per C;cross;creuar
Verbs per C;cut;tallar
Verbs per D;dance;ballar
Verbs per D;dare;atrevir-se
Verbs per D;dazzle;enlluernar
Verbs per D;deactivate;desactivar
Verbs per D;deal;repartir
Verbs per D;die;morir
Verbs per D;draw;dibuixar
Verbs per D;discover;descobrir
Verbs per D;discuss;discutir
Verbs per D;desire;desitjar
Verbs per D;determine;determinar
Verbs per D;disappoint;decebre
Verbs per D;discard;descartar
Verbs per D;disclaim;disculpar-se
Verbs per D;distract;distreure
Verbs per D;descend;descendre
Verbs per D;defend;defensar
Verbs per D;damage;danyar
Verbs per D;dominate;dominar
Verbs per D;digest;digerir
Verbs per D;decide;decidir
Verbs per D;disconnect;desconnectar
Verbs per D;decode;descodificar
Verbs per D;discharge;disparar
Verbs per D;declare;declarar
Verbs per D;design;dissenyar
Verbs per D;deform;deformar
Verbs per D;define;definir
Verbs per D;degrade;degradar
Verbs per D;drop;deixar
Verbs per D;drain;drenar
Verbs per D;devour;devorar
Verbs per D;demonstrate;demostrar
Verbs per D;dismantle;desfer
Verbs per D;disregard;desatendre
Verbs per D;disguise;disfressar-se
Verbs per D;divert;desviar
Verbs per D;direct;dirigir
Verbs per D;desperately want;desitjar molt
Verbs per D;dislodge;desallotjar
Verbs per D;dishonor;deshonrar
Verbs per D;delimit;delimitar
Verbs per D;disinfect;desinfectar
Verbs per D;derive;derivar
Verbs per D;debunk;desemmascarar
Verbs per D;destabilize;desequilibrar
Verbs per D;donate;donar
Verbs per D;dissolve;disoldre
Verbs per D;duplicate;duplicar
Verbs per D;domesticate;domesticar
Verbs per D;doze;dormir
Verbs per D;drool;desitjar ardentment
Verbs per E;eat;menjar
Verbs per E;eclipse;enfosquir
Verbs per E;edit;endreçar
Verbs per E;educate;ensenyar
Verbs per E;elevate;elevar
Verbs per E;eliminate;eliminar
Verbs per E;email;enviar
Verbs per E;embody;encarnar
Verbs per E;emerge;sortir
Verbs per E;emigrate;emigrar
Verbs per E;emit;emetre
Verbs per E;emphasize;enfocar
Verbs per E;encase;empaquetar
Verbs per E;enchant;embriagar
Verbs per E;encourage;empènyer
Verbs per E;enflame;encendre
Verbs per E;engulf;enfonsar
Verbs per E;engulf;empassar
Verbs per E;enlighten;enlluernar
Verbs per E;enrich;enriquir
Verbs per E;enroll;escriure
Verbs per E;entangle;embolicar
Verbs per E;enter;entrar
Verbs per E;envy;envejar
Verbs per E;equalize;equilibrar
Verbs per E;erect;aixecar
Verbs per E;erode;esmicolar
Verbs per E;err;equivocar-se
Verbs per E;escalate;elevar-se
Verbs per E;escape;evitar
Verbs per E;evacuate;evacuar
Verbs per E;evade;enganyar
Verbs per E;exact;exigir
Verbs per E;exaggerate;exagerar
Verbs per E;excite;excitar
Verbs per E;exclaim;exclamar
Verbs per E;exclude;excloure
Verbs per E;exercise;exercir
Verbs per E;exhaust;esgotar
Verbs per E;exhume;exhumar
Verbs per E;exist;existir
Verbs per E;exit;sortir
Verbs per E;expand;ampliar
Verbs per E;expect;esperar
Verbs per E;experience;experimentar
Verbs per E;explain;explicar
Verbs per E;explode;esclatar
Verbs per E;explore;explorar
Verbs per E;export;enviar
Verbs per E;express;enviar
Verbs per E;extend;estendre
Verbs per E;extinguish;extingir
Verbs per F;fabricate;fer
Verbs per F;face;enfrontar-se
Verbs per F;fade;esvair
Verbs per F;fall;caure
Verbs per F;falter;tremolar
Verbs per F;fascinate;encantar
Verbs per F;fasten;encaixar
Verbs per F;fatten;alimentar
Verbs per F;feast;festejar
Verbs per F;feed;alimentar
Verbs per F;feel;sentir
Verbs per F;feign;simular
Verbs per F;fend;xocar
Verbs per F;ferment;fermentar
Verbs per F;fight;lluitar
Verbs per F;find;trobar
Verbs per F;finish;acabar
Verbs per F;fish;caçar
Verbs per F;fit;encaixar
Verbs per F;fix;enganxar
Verbs per F;flare;cremar
Verbs per F;flick;enganxar
Verbs per F;flip;fullejar
Verbs per F;flirt;festejar
Verbs per F;float;flotar
Verbs per F;flood;ploure a bots i barrals
Verbs per F;flop;fallar
Verbs per F;flow;brollar
Verbs per F;flower;florir
Verbs per F;fluctuate;fluctuar
Verbs per F;fly;volar
Verbs per F;foist;imposar
Verbs per F;fondle;acaronar
Verbs per F;fool;enganyar
Verbs per F;forage;caçar
Verbs per F;force;forçar
Verbs per F;forecast;preveure
Verbs per F;foresee;fer front
Verbs per F;forge;falsificar
Verbs per F;forget;oblidar
Verbs per F;forgive;perdonar
Verbs per F;form;formar
Verbs per F;format;formatar
Verbs per F;forsake;oblidar
Verbs per F;frame;formatar
Verbs per F;fray;fregar
Verbs per F;freeze;gelar
Verbs per F;friction;fregar
Verbs per F;frisk;escorcollar
Verbs per F;fume;fumar
Verbs per F;fund;finançar
Verbs per F;fuse;fondre
Verbs per G;gain;guanyar (obtenir)
Verbs per G;gallop;galopar
Verbs per G;gamble;jugar (apostar)
Verbs per G;gash;fer un tall profund
Verbs per G;gasp;esbufegar
Verbs per G;gasp;esbufegar
Verbs per G;gather;reunir
Verbs per G;gawk;mirar bocabadat
Verbs per G;gaze;contemplar
Verbs per G;gear;engranar
Verbs per G;gel;gelar / posar gel
Verbs per G;generalize;generalitzar
Verbs per G;generate;generar
Verbs per G;genuflect;agenollar-se
Verbs per G;get;aconseguir / obtenir
Verbs per G;giggle;riure nerviosament
Verbs per G;gild;daurar
Verbs per G;give;donar
Verbs per G;glance;mirar de reüll
Verbs per G;glare;mirar amb ràbia
Verbs per G;glaze;esmaltar / vitrificar
Verbs per G;glean;recollir (informació o restes)
Verbs per G;glide;lliscar suaument
Verbs per G;glimmer;brillar dèbilment
Verbs per G;glint;fer un reflex lluminós
Verbs per G;glisten;lluir (brillantor)
Verbs per G;glitter;brillar com purpurina
Verbs per G;gloat;regodejar-se
Verbs per G;globalize;globalitzar
Verbs per G;glorify;glorificar
Verbs per G;gloss;fer lluir / afegir notes
Verbs per G;glow;resplendir
Verbs per G;glue;enganxar amb cola
Verbs per G;gnaw;rosegar
Verbs per G;go;anar
Verbs per G;goad;incitar / esperonar
Verbs per G;gobble;engolir
Verbs per G;gossip;xafardejar
Verbs per G;gouge;esgarrapar / fer un forat
Verbs per G;gouge;arrencar amb força
Verbs per G;govern;governar
Verbs per G;grabble;grapejar
Verbs per G;graduate;graduar-se
Verbs per G;graft;empeltar
Verbs per G;grant;concedir
Verbs per G;grapple;enfrontar-se físicament
Verbs per G;grasp;agafar / entendre
Verbs per G;graze;pasturar / esgarrapar
Verbs per G;grease;engreixar
Verbs per G;greet;saludar
Verbs per G;grind;moldre / picar
Verbs per G;grip;agafar fortament
Verbs per G;gripe;queixar-se
Verbs per G;groan;gemegar
Verbs per G;grope;palpar / tantejar
Verbs per G;grow;créixer
Verbs per G;growl;bordar / grunyir
Verbs per G;grumble;rondinar
Verbs per G;grunt;grunyir
Verbs per G;guard;protegir / vigilar
Verbs per G;guess;endevinar
Verbs per G;guide;guiar
Verbs per G;gulp;empassar-se de cop
Verbs per G;gum;mastegar (xiclet)
Verbs per G;gurgle;borbollejar
Verbs per G;gush;brollar
Verbs per G;gust;bufar fort (vent)
Verbs per G;gut;destripar
Verbs per G;gyrate;girar ràpidament
Verbs per H;hack;piratejar / tallar a trossos
Verbs per H;hail;aclamar
Verbs per H;hallucinate;tenir al·lucinacions
Verbs per H;halve;partir per la meitat
Verbs per H;hammer;martellejar
Verbs per H;hamper;dificultar
Verbs per H;hand;passar amb la mà
Verbs per H;handcuff;emmanillar
Verbs per H;handle;manejar
Verbs per H;hang;penjar
Verbs per H;happen;succeir
Verbs per H;harass;assetjar
Verbs per H;harbor;donar refugi
Verbs per H;harden;endurir
Verbs per H;harm;fer mal
Verbs per H;harmonize;harmonitzar
Verbs per H;harness;aprofitar (una energia)
Verbs per H;harp;insistir (pesadament)
Verbs per H;harvest;collir
Verbs per H;hasten;accelerar
Verbs per H;hate;odiar
Verbs per H;haul;arrossegar
Verbs per H;haunt;rondar / turmentar
Verbs per H;have;tenir
Verbs per H;head;encapçalar
Verbs per H;heal;guarir
Verbs per H;heap;apilar
Verbs per H;hear;sentir (l’oïda)
Verbs per H;heat;escalfar
Verbs per H;heave;aixecar amb esforç
Verbs per H;hector;intimidar
Verbs per H;help;ajudar
Verbs per H;hesitate;dubtar
Verbs per H;hijack;segrestar
Verbs per H;hike;fer una excursió
Verbs per H;hinder;impedir
Verbs per H;hint;insinuar
Verbs per H;hiss;xiular (com una serp)
Verbs per H;hit;colpejar
Verbs per H;hitch;enganxar / fer autoestop
Verbs per H;hoist;hissar / aixecar
Verbs per H;hold;sostenir
Verbs per H;hole;foradar
Verbs per H;honor;respectar / homenatjar
Verbs per H;hop;saltar (lleugerament)
Verbs per H;hope;esperar (tenir esperança)
Verbs per H;hospitalize;hospitalitzar
Verbs per H;host;organitzar com a amfitrió
Verbs per H;hurl;llençar amb força
Verbs per H;hustle;moure’s ràpidament
Verbs per H;hybridize;combinar genèticament
Verbs per I;idealize;idealitzar
Verbs per I;identify;identificar
Verbs per I;idolize;idolatrar
Verbs per I;ignite;encendre
Verbs per I;ignore;ignorar
Verbs per I;illustrate;il·lustrar
Verbs per I;imagine;imaginar
Verbs per I;imbibe;beure (formal)
Verbs per I;imbue;impregnar
Verbs per I;imitate;imitar
Verbs per I;immerse;submergir
Verbs per I;immigrate;immigrar
Verbs per I;impact;impactar
Verbs per I;impair;perjudicar
Verbs per I;impart;transmetre (coneixement)
Verbs per I;impeach;imputar
Verbs per I;impede;impedir
Verbs per I;impel;impulsar
Verbs per I;impinge;interferir
Verbs per I;implant;implantar
Verbs per I;implement;implementar
Verbs per I;implicate;implicar
Verbs per I;imply;implicar / suggerir
Verbs per I;import;importar
Verbs per I;impose;imposar
Verbs per I;impoverish;empobrir
